key_2,report_year,comp_name,sec_code,badflag_m4,Finanomalies142,Leverage9,Finanomalies122,Finanomalies101,Finanomalies100,Finanomalies97,Finanomalies112,Finanomalies5,Finanomalies1,Finanomalies32,Finanomalies87,Finanomalies61
天创时尚股份有限公司_20201231,2020,天创时尚股份有限公司,C,0,0.546140799,0.174251126,0.218835416,1.4073987140000002,0.8189990509999999,0.0,0.096810954,0.0857842519999999,0.0097045969999999,0.0087627709999999,-1.809028925,0.57047857
力合科技(湖南)股份有限公司_20201231,2020,力合科技(湖南)股份有限公司,C,0,0.996956633,0.20457493,0.006022464,0.453512094,1629.891091,0.096433229,0.001420796,0.121874663,0.081461143,0.009607816,1.339259908,0.499059087
宁波柯力传感科技股份有限公司_20201231,2020,宁波柯力传感科技股份有限公司,C,0,0.885605512,0.225365108,0.061120901,0.695292163,1.18814773,0.1809551139999999,0.019658896,0.068773584,0.123318291,0.0121503469999999,0.946977421,0.407616501
陕西坚瑞沃能股份有限公司_20201231,2020,陕西坚瑞沃能股份有限公司,C,0,0.53781844,0.055534654,0.2063262039999999,0.521098553,1.220069336,-1.0,0.017179283,0.193990426,0.3096251339999999,0.015927026,0.0,0.1111147169999999
永悦科技股份有限公司_20201231,2020,永悦科技股份有限公司,C,0,0.983158257,0.038273426,0.037672539,0.934522067,7.81460756,0.672774908,0.0,0.363634529,0.00717271,0.004471954,2.698428121,0.162058492
安徽合力股份有限公司_20201231,2020,安徽合力股份有限公司,C,0,0.904234593,0.5090644529999999,0.026248538,3.174164968,3.13568442,1776.771251,0.017850331,0.1062328269999999,0.006876408,0.007041273,1.033563556,0.203460708
兄弟科技股份有限公司_20201231,2020,兄弟科技股份有限公司,C,0,0.283791358,0.1983014069999999,0.0,3.443548957,0.5549750720000001,-0.270788572,0.1081524369999999,0.046638569,0.107776057,0.007687673,0.0,0.32596269
远东智慧能源股份有限公司_20201231,2020,远东智慧能源股份有限公司,C,0,0.020802511,0.282564328,0.054155036,0.0,0.50289234,0.31999073,0.009096434,0.251098854,0.006542975,0.003703804,-0.971904073,0.149835145
广东榕泰实业股份有限公司_20201231,2020,广东榕泰实业股份有限公司,C,0,0.737235248,0.034606605,0.178975523,1.214616737,0.519241335,0.026781152,0.042936177,0.159707024,2.559788631,0.006332811,0.0,0.215466098
湖南盐业股份有限公司_20201231,2020,湖南盐业股份有限公司,C,0,0.380528895,0.117992589,0.268123154,4.598033302,0.5228637420000001,1.32777006,0.124028901,0.017932286,0.017136487,0.028247217,0.833945169,0.455545635
四川金石亚洲医药股份有限公司_20201231,2020,四川金石亚洲医药股份有限公司,C,0,0.034060396,0.183037678,0.176987041,1.379832495,41.07579739,-1.0,0.014613382,0.015486888,0.0843798809999999,0.022024347,-5.022514918,0.56581757
南京聚隆科技股份有限公司_20201231,2020,南京聚隆科技股份有限公司,C,0,0.92200576,0.349527631,0.0303670989999999,3.230589802,0.722295699,-0.36902715,0.106673963,0.254669689,0.0110263169999999,0.004204992,4.894118851,0.179268733
浙江嘉化能源化工股份有限公司_20201231,2020,浙江嘉化能源化工股份有限公司,C,0,0.806150699,0.339005369,0.303815419,10.413526,2.119159545,0.0,0.191373361,0.051213588,0.00848021,0.005407977,1.0793301709999998,0.314233334
福建七匹狼实业股份有限公司_20201231,2020,福建七匹狼实业股份有限公司,C,0,0.506848151,0.176856291,0.113409632,2.607003275,1.4145728380000002,0.184475675,0.0,0.044173823,0.057496113,0.007255208,0.423394869,0.4335683829999999
江苏鼎胜新能源材料股份有限公司_20201231,2020,江苏鼎胜新能源材料股份有限公司,C,0,0.756417025,0.080237888,0.0,24.80127619,0.1576670309999999,0.243714805,0.100300106,0.1179447769999999,0.2248514519999999,0.00343497,0.0,0.098952876
